matID,P,A,S,S_category,C,NODFst,N_lowHigh,NODFc,rho_mean0,rho_mean1,fPersP0,fPersP1,criterion_check0,criterion_check1
258,12,31,43,1,0.23118,0.036171,0,1.235351554,0.0497122533645208,0.0492263021137828,1,1,1,1
259,9,32,41,1,0.27083,0.086406,0,1.357971951,0.0516609248840257,0.0514286045118369,1,1,1,1
260,13,28,41,1,0.22527,0.45527,1,1.89814344,NaN,0.0501091322191511,0.923076923076923,1,1,1
261,9,31,40,1,0.26882,-0.053172,0,1.142383985,0.0488545464859692,0.0487465139258889,1,1,1,1
262,11,31,42,1,0.26393,-0.042941,0,1.059855261,0.0503544606969672,0.0503087343494929,1,1,1,1
263,13,31,44,1,0.23077,0.0061561,0,1.121070398,0.0504581787379425,0.0502054794608645,1,1,1,1
264,9,33,42,1,0.26263,-0.017744,0,1.205826081,0.0500500954827643,0.049989372080898,1,1,1,1
265,10,31,41,1,0.20968,-0.057023,0,1.320231153,0.0505664273557885,0.0504035601149968,1,1,1,1
266,13,28,41,1,0.26099,0.17801,0,1.298976905,NaN,0.0497222013610835,0.923076923076923,1,1,1
267,12,32,44,1,0.22396,0.16587,0,1.426777987,NaN,0.0493605620104716,0.916666666666667,1,1,1
268,12,29,41,1,0.25575,0.037456,0,1.1522796,0.0497111215002346,0.0496726811614789,1,1,1,1
269,10,31,41,1,0.24839,0.052439,0,1.293984137,0.0500100239319035,0.0499242677575201,1,1,1,1
270,10,31,41,1,0.26774,-0.023233,0,1.122670548,0.0518578905735975,0.0517517273545546,1,1,1,1
271,11,29,40,1,0.24765,0.092247,0,1.325547359,0.050458782096874,0.0502757971154358,1,1,1,1
272,11,30,41,1,0.24545,0.070221,0,1.255005415,NaN,0.0498816406027798,0.909090909090909,1,1,1
273,9,32,41,1,0.26042,0.055783,0,1.34547679,0.0505186149975394,0.0504728674012257,1,1,1,1
274,11,30,41,1,0.25758,-0.038897,0,1.084424455,NaN,0.0510717659585405,0.909090909090909,1,1,1
275,9,33,42,1,0.24916,-0.0090903,0,1.248381585,0.0515662930781231,0.051434977360412,1,1,1,1
276,12,31,43,1,0.25,0.0061017,0,1.096815543,0.0505187246367865,0.0504205759657625,1,1,1,1
277,13,31,44,1,0.23573,-0.052055,0,1.021130863,0.0506441089311595,0.0504629402517384,1,1,1,1
278,10,31,41,1,0.24516,-0.1068,0,1.076944058,0.0494288720728741,0.0493648062646754,1,1,1,1
279,10,31,41,1,0.25484,-0.042968,0,1.143475798,0.0489954943124111,0.0487799631672886,1,1,1,1
280,11,30,41,1,0.21515,0.40077,1,1.989980749,NaN,0.0517428426998433,0.909090909090909,1,1,1
281,13,31,44,1,0.22084,0.075076,0,1.277741273,NaN,0.0494596930289005,0.923076923076923,1,1,1
282,14,27,41,1,0.2619,-0.053877,0,0.95199252,0.0515983331016312,0.0514965962592886,1,1,1,1
283,12,28,40,1,0.2619,0.029161,0,1.149443658,0.0492976588518947,0.0492184794931853,1,1,1,1
284,10,30,40,1,0.23333,-0.18662,0,1.017547941,0.05109582275494,0.051046187048242,1,1,1,1
285,9,31,40,1,0.2724,-0.12107,0,1.03895268,0.0496048621783883,0.0495026699237433,1,1,1,1
286,12,30,42,1,0.24722,-0.096036,0,0.976063397,0.0509988952391739,0.0509230788667212,1,1,1,1
287,9,30,39,1,0.24074,0.0034812,0,1.338168637,0.0534038307454077,0.0532204199215321,1,1,1,1
288,8,30,38,1,0.28333,-0.054309,0,1.217415866,0.0502623324859943,0.0500145685971056,1,1,1,1
289,11,28,39,1,0.27922,-0.054602,0,1.043482238,0.0521589767318673,0.0520035628963635,1,1,1,1
290,13,29,42,1,0.24138,0.026013,0,1.127280384,0.0502027887381796,0.0501442793235586,1,1,1,1
291,10,32,42,1,0.26875,-0.062148,0,1.077328875,0.0504968080794161,0.0503841572853036,1,1,1,1
292,10,31,41,1,0.24194,0.096739,0,1.379201034,0.0503890138114592,0.0503126147214312,1,1,1,1
293,12,32,44,1,0.21094,0.13662,0,1.397650932,NaN,0.0497529174124138,0.916666666666667,1,1,1
294,11,27,38,1,0.26599,0.0074213,0,1.178645278,0.0509881022833284,0.0509481062525333,1,1,1,1
295,12,31,43,1,0.26075,-0.014707,0,1.058346352,0.0519936091805583,0.0517954988562996,1,1,1,1
296,12,31,43,1,0.22849,0.039803,0,1.232714485,0.0484974107783478,0.0482831273896613,1,1,1,1
297,9,31,40,1,0.24731,-0.17432,0,1.093548363,0.0520647917969438,0.0519095418705792,1,1,1,1
298,9,30,39,1,0.26667,0.092205,0,1.390373672,0.0515735076028019,0.0513555226852266,1,1,1,1
299,9,32,41,1,0.26736,-0.10774,0,1.091293513,0.051144436162764,0.0509735475042321,1,1,1,1
300,9,32,41,1,0.25347,-0.097212,0,1.135167917,0.0507833082915552,0.0507644437808174,1,1,1,1
301,10,31,41,1,0.25484,-0.063609,0,1.086167519,0.0495629966748585,0.0494262302143737,1,1,1,1
302,10,33,43,1,0.23636,-0.10163,0,1.081552793,0.0485059873194471,0.048473426941372,1,1,1,1
303,12,31,43,1,0.23387,-0.039099,0,1.085728475,0.0520550738471669,0.0519379418358068,1,1,1,1
304,8,32,40,1,0.25,-0.11115,0,1.220238718,0.0518532805690136,0.0517260294761555,1,1,1,1
305,10,32,42,1,0.23438,-0.12564,0,1.047585622,0.0489816843118697,0.048925401795264,1,1,1,1
306,13,30,43,1,0.23846,-0.086077,0,0.980406916,NaN,0.0510078457138031,0.923076923076923,1,1,1
307,11,29,40,1,0.26019,-0.085876,0,1.002972232,0.0507178052608072,0.0506115627274979,1,1,1,1
308,9,33,42,1,0.23569,-0.01649,0,1.27851371,0.0506892823025166,0.050554065449978,1,1,1,1
309,9,31,40,1,0.26523,-0.21654,0,0.94060982,0.0538735903151989,0.0537660964897358,1,1,1,1
310,11,31,42,1,0.2522,-0.1321,0,0.969129188,0.0495312454146596,0.0494622413926385,1,1,1,1
311,9,30,39,1,0.27407,-0.13099,0,1.039694492,0.0525718674017959,0.0524708758332803,1,1,1,1
312,9,31,40,1,0.26882,-0.05771,0,1.1364024,0.0498124470744311,0.0497082120962389,1,1,1,1
313,10,33,43,1,0.24848,-0.056178,0,1.116256327,0.0500915107889448,0.0499946622527754,1,1,1,1
314,13,29,42,1,0.23873,-0.02697,0,1.047266267,0.0485698401524938,0.0484758908829875,1,1,1,1
315,11,31,42,1,0.2522,-0.10531,0,1.017773667,NaN,0.0482179512630575,0.909090909090909,1,1,1
316,8,30,38,1,0.2875,0.027686,0,1.300551226,0.0493268660667156,0.0490567261563549,1,1,1,1
317,9,33,42,1,0.24579,-0.038896,0,1.227139975,0.0506686243254771,0.0505141000655728,1,1,1,1
318,10,30,40,1,0.24667,-0.10381,0,1.059242336,0.0494113973148957,0.0493453339530563,1,1,1,1
319,9,31,40,1,0.25806,-0.11863,0,1.093024974,0.0481562820470223,0.0479989459358154,1,1,1,1
320,11,31,42,1,0.2522,-0.073296,0,1.028694623,0.0489889685454009,0.0488707111989572,1,1,1,1
321,8,31,39,1,0.2621,-0.24682,0,0.98520262,0.0518934324367985,0.0517932713291303,1,1,1,1
322,10,32,42,1,0.2375,-0.24484,0,0.896033273,0.0486438869112127,0.0485395155802702,1,1,1,1
323,12,29,41,1,0.26724,-0.078024,0,0.962044561,0.0515017020940092,0.0514033266585206,1,1,1,1
324,13,29,42,1,0.25199,-0.019099,0,1.052888189,0.0502515126278184,0.0501587026199286,1,1,1,1
325,11,32,43,1,0.24432,-0.099713,0,1.012724636,0.0498511079586556,0.0497902449131612,1,1,1,1
326,11,31,42,1,0.24633,-0.11128,0,1.003234451,0.0497036701730482,0.0495826645630991,1,1,1,1
327,10,31,41,1,0.25806,-0.14978,0,0.99183842,0.0501718122158898,0.0500704915780736,1,1,1,1
328,9,32,41,1,0.26736,0.045732,0,1.28707365,0.0495232346479465,0.0493539156155167,1,1,1,1
329,13,30,43,1,0.23333,-0.11961,0,0.941324469,0.0506090891233593,0.0504622417016414,1,1,1,1
330,11,31,42,1,0.24927,-0.12796,0,0.961123172,0.048878172621583,0.0488377978710719,1,1,1,1
331,9,30,39,1,0.27037,-0.11901,0,1.056015158,0.0489938427005203,0.0488445056259121,1,1,1,1
332,9,33,42,1,0.23906,-0.09688,0,1.165528434,NaN,0.0534766342374163,0.888888888888889,1,1,1
333,10,32,42,1,0.25938,-0.19847,0,0.920187807,0.0508672602292698,0.0507702283045885,1,1,1,1
334,9,31,40,1,0.24731,-0.11465,0,1.114379022,0.0505746022752293,0.0504816902530461,1,1,1,1
335,11,31,42,1,0.24047,-0.0025378,0,1.149082104,0.0507058645295005,0.0506390436031204,1,1,1,1
336,11,31,42,1,0.2522,0.064758,0,1.219228838,0.0521440544818068,0.0520291125737908,1,1,1,1
337,12,30,42,1,0.22778,0.098082,0,1.273191712,NaN,0.0507160431351959,0.916666666666667,1,1,1
338,11,30,41,1,0.25455,-0.23676,0,0.83984912,0.0521896983075815,0.0521062676954951,1,1,1,1
339,9,29,38,1,0.26054,-0.0021456,0,1.257337463,0.0512537725362958,0.051035938153868,1,1,1,1
340,13,28,41,1,0.25,-0.092288,0,0.954740551,0.0504945530134066,0.0504077723711873,1,1,1,1
341,12,28,40,1,0.25893,-0.0059684,0,1.095277952,0.0511203333669457,0.050998704831604,1,1,1,1
342,13,28,41,1,0.25824,-0.051919,0,0.992163124,0.0497538045321131,0.0496675230491328,1,1,1,1
343,9,29,38,1,0.28352,-0.044825,0,1.121143247,0.0489206388015382,0.0486790481895259,1,1,1,1
344,10,32,42,1,0.24063,-0.23566,0,0.895158268,0.0484062909866948,0.0482761033820205,1,1,1,1
345,10,32,42,1,0.24063,0.047658,0,1.267782258,0.0509174270480811,0.050782299086166,1,1,1,1
346,8,32,40,1,0.25781,-0.12218,0,1.146755468,0.049468049528948,0.049435911082109,1,1,1,1
347,11,31,42,1,0.2434,-0.12339,0,1.000708822,0.0508121019845979,0.0507367927702119,1,1,1,1
348,13,30,43,1,0.24103,-0.05238,0,1.002210337,NaN,0.0495553243658466,0.923076923076923,1,1,1
349,8,29,37,1,0.27155,-0.13607,0,1.122025432,0.0497717693536763,0.0495975739157891,1,1,1,1
350,11,32,43,1,0.25284,-0.10395,0,0.98786092,0.0495113997707935,0.0494554682415978,1,1,1,1
351,9,30,39,1,0.28148,-0.059784,0,1.124406232,0.0495587229283833,0.0494868407938568,1,1,1,1
352,12,30,42,1,0.25278,-0.057042,0,1.009333657,0.0497473287159092,0.0496249227893697,1,1,1,1
353,13,29,42,1,0.24668,-0.058331,0,1.002418891,0.0530706941208965,0.0530037337771917,1,1,1,1
354,13,29,42,1,0.24668,-0.015494,0,1.044029897,0.0498863982105542,0.0498084405125659,1,1,1,1
355,11,31,42,1,0.261,-0.028487,0,1.068906624,0.0497964783358057,0.049700884449899,1,1,1,1
356,10,31,41,1,0.25484,-0.12266,0,1.030784921,0.0528325972931658,0.0527329987532035,1,1,1,1
357,9,32,41,1,0.25694,-0.086968,0,1.132919534,0.0479463271256365,0.0479126852053294,1,1,1,1
358,8,30,38,1,0.2625,-0.077039,0,1.23367119,0.0514863907223008,0.0513295906009816,1,1,1,1
359,12,27,39,1,0.26852,0.026953,0,1.115945962,0.0515935268629569,0.0514749357898619,1,1,1,1
360,9,31,40,1,0.25448,-0.088815,0,1.143458515,0.0489899989376892,0.0489337090047395,1,1,1,1
361,9,32,41,1,0.25347,-0.16305,0,1.022360799,0.0510981403740841,0.0509475437083566,1,1,1,1
362,10,30,40,1,0.26667,-0.084283,0,1.047804394,0.04892840081245,0.0488298869652271,1,1,1,1
363,13,28,41,1,0.26099,-0.18635,0,0.829984958,0.0489641378917205,0.0488252859171593,1,1,1,1
364,9,29,38,1,0.27586,-0.06715,0,1.128064714,0.0487477187266511,0.0486746437362261,1,1,1,1
365,11,32,43,1,0.2358,-0.11099,0,1.02370099,0.0506721465593019,0.0505523261123336,1,1,1,1
366,10,30,40,1,0.26333,-0.13703,0,0.990405056,0.050390818275801,0.0501009156328818,1,1,1,1
367,13,28,41,1,0.25,0.019113,0,1.103163125,0.0485738052065705,0.04836663267962,1,1,1,1
368,11,31,42,1,0.22874,-0.11328,0,1.031819407,0.0500468791011386,0.0499765013579416,1,1,1,1
369,13,29,42,1,0.24668,-0.029181,0,1.049133482,0.0509778957906036,0.0509071089083507,1,1,1,1
370,13,29,42,1,0.24403,-0.17227,0,0.873716004,0.050353554064925,0.050322478464483,1,1,1,1
371,12,27,39,1,0.26543,-0.10552,0,0.967156451,0.0513503854618324,0.0513201798018608,1,1,1,1
372,13,29,42,1,0.23077,-0.17029,0,0.905241929,0.050669393724516,0.0504932471514765,1,1,1,1
373,9,32,41,1,0.25,-0.11127,0,1.103196483,0.0523089405923923,0.0521958248455544,1,1,1,1
374,9,33,42,1,0.25926,-0.044763,0,1.161475819,0.0536031809492942,0.0535031736002391,1,1,1,1
375,9,28,37,1,0.28175,-0.056878,0,1.126643996,0.0459855958419094,0.0459448865619903,1,1,1,1
376,13,28,41,1,0.24451,-0.10696,0,0.955275289,0.0515264267855059,0.0512745781587828,1,1,1,1
377,10,33,43,1,0.25455,-0.07285,0,1.078838508,0.0508086579347743,0.0507212010265908,1,1,1,1
378,10,30,40,1,0.26333,-0.096672,0,1.038871719,0.0504009738787816,0.0502889266768649,1,1,1,1
379,13,29,42,1,0.25464,-0.054672,0,0.989344638,0.0483282481791252,0.048235881151945,1,1,1,1
380,11,32,43,1,0.25,-0.098456,0,1.005065235,0.0509798110918715,0.0508779549472649,1,1,1,1
381,11,31,42,1,0.24927,-0.13323,0,0.967585402,0.0526504802126172,0.0525860370989005,1,1,1,1
382,11,32,43,1,0.2358,-0.03466,0,1.116713297,0.0487655136349868,0.0486254810054869,1,1,1,1
383,10,29,39,1,0.26552,-0.10504,0,1.040662566,0.0512535651016889,0.0511353779124398,1,1,1,1
384,10,31,41,1,0.25806,-0.099432,0,1.047924144,0.0503882654874824,0.0503623637369947,1,1,1,1
385,10,29,39,1,0.27931,-0.2917,0,0.77914356,0.0504138642207207,0.050365602424273,1,1,1,1
386,9,27,36,1,0.30453,-0.090685,0,1.055509181,0.0499096204676707,0.0497707823130196,1,1,1,1
387,9,32,41,1,0.25,-0.092606,0,1.132150569,0.0503345628379401,0.050228155649031,1,1,1,1
388,8,33,41,1,0.25,-0.14433,0,1.143091945,0.0484485084462508,0.0484370474414684,1,1,1,1
389,10,29,39,1,0.26897,-0.11839,0,0.995556523,0.0489099337451833,0.0488372646433291,1,1,1,1
390,13,29,42,1,0.24934,-0.039877,0,1.01321132,0.0516133101018045,0.0515134410743954,1,1,1,1
391,10,31,41,1,0.24516,-0.034756,0,1.166687767,NaN,0.0510091454014703,0.9,1,1,1
392,12,31,43,1,0.23387,-0.08976,0,1.019293668,0.0482814039537241,0.048222574623643,1,1,1,1
393,12,27,39,1,0.26543,-0.13238,0,0.937107231,0.0519427367849083,0.0518230180204553,1,1,1,1
394,11,31,42,1,0.24927,-0.025433,0,1.10390699,0.0517992808077633,0.0516367440652675,1,1,1,1
395,9,31,40,1,0.25806,-0.10838,0,1.112534798,0.0501464770334828,0.0500527794541429,1,1,1,1
396,9,30,39,1,0.27778,-0.10778,0,1.043944786,0.0464468655076417,0.0463536160901859,1,1,1,1
397,9,32,41,1,0.25347,-0.26441,0,0.89611023,0.0508935302117284,0.0508476901284187,1,1,1,1
398,9,32,41,1,0.26042,-0.15119,0,1.022111747,0.0520879197114647,0.0520093828191168,1,1,1,1
399,10,32,42,1,0.24063,-0.0023334,0,1.205411342,0.0511001599712318,0.0509485132215421,1,1,1,1
400,9,31,40,1,0.2724,-0.081072,0,1.099128669,0.0493469084805401,0.0492398997905901,1,1,1,1
401,21,77,98,2,0.19048,0.63325,1,1.683528874,NaN,0.0502591242892372,0.666666666666667,1,1,1
402,22,70,92,2,0.13117,0.77995,1,2.18784246,NaN,0.0503026012826519,0.818181818181818,1,1,1
403,26,70,96,2,0.16429,0.57062,1,1.581416642,NaN,NaN,0.730769230769231,0.961538461538462,1,1
404,26,49,75,2,0.094192,1.1982,1,3.970140238,NaN,NaN,0.615384615384615,0.807692307692308,1,1
405,21,76,97,2,0.2218,0.44027,1,1.32943969,NaN,0.0496943918312655,0.904761904761905,1,1,1
406,27,35,62,2,0.10582,1.2818,1,3.935137297,NaN,NaN,0.444444444444444,0.703703703703704,1,1
407,28,69,97,2,0.17909,0.8183,1,1.842155355,NaN,NaN,0.678571428571429,0.892857142857143,1,1
408,23,75,98,2,0.18261,0.85707,1,1.984805361,NaN,0.0501695600790397,0.782608695652174,1,1,1
409,24,44,68,2,0.097538,1.1475,1,3.72688007,NaN,NaN,0.583333333333333,0.75,1,1
410,18,64,82,2,0.082465,0.97382,1,8.281398233,NaN,NaN,0.611111111111111,0.722222222222222,1,1
411,21,49,70,2,0.12731,0.96531,1,2.799213738,NaN,NaN,0.619047619047619,0.952380952380952,1,1
412,28,69,97,2,0.18219,0.38768,1,1.267620877,NaN,NaN,0.714285714285714,0.892857142857143,1,1
413,21,71,92,2,0.17438,0.75612,1,1.897222666,NaN,0.0510051651697893,0.80952380952381,1,1,1
414,22,58,80,2,0.15282,0.88415,1,2.318737299,NaN,NaN,0.636363636363636,0.954545454545455,1,1
415,27,51,78,2,0.098765,1.5315,1,4.626910212,NaN,NaN,0.333333333333333,0.777777777777778,1,1
416,21,64,85,2,0.21726,0.3457,1,1.282313964,NaN,0.0503218898674215,0.761904761904762,1,1,1
417,21,80,101,2,0.17857,0.59593,1,1.67771928,NaN,0.0503116014587123,0.857142857142857,1,1,1
418,26,71,97,2,0.13489,1.3925,1,3.169308641,NaN,0.0513426171048224,0.576923076923077,1,1,1
419,28,74,102,2,0.18629,0.86914,1,1.90833707,NaN,NaN,0.464285714285714,0.857142857142857,1,1
420,25,61,86,2,0.068852,1.335,1,7.505233159,NaN,NaN,0.52,0.64,1,1
421,26,69,95,2,0.22352,0.42115,1,1.251957746,NaN,NaN,0.730769230769231,0.923076923076923,1,1
422,20,73,93,2,0.18699,0.87049,1,2.04103531,NaN,0.0495312895492967,0.8,1,1,1
423,21,72,93,2,0.12434,1.4118,1,3.906100038,NaN,0.0497452269580968,0.666666666666667,1,1,1
424,22,73,95,2,0.1731,0.89664,1,2.182304517,NaN,0.0495803481293237,0.681818181818182,1,1,1
425,23,75,98,2,0.18087,0.8768,1,2.024531992,NaN,NaN,0.739130434782609,0.956521739130435,1,1
426,19,62,81,2,0.1528,0.80375,1,2.220649836,NaN,0.0496698582621441,0.631578947368421,1,1,1
427,29,71,100,2,0.17678,0.77067,1,1.75725029,NaN,NaN,0.482758620689655,0.896551724137931,1,1
428,25,74,99,2,0.19027,0.40362,1,1.318288491,NaN,NaN,0.84,0.96,1,1
429,19,71,90,2,0.106,1.2269,1,4.614461833,NaN,0.0495732063213315,0.684210526315789,1,1,1
430,25,73,98,2,0.17534,0.61016,1,1.583830234,NaN,NaN,0.76,0.96,1,1
431,21,66,87,2,0.077201,1.0506,1,6.891354992,NaN,NaN,0.571428571428571,0.714285714285714,1,1
432,23,74,97,2,0.1557,0.84291,1,2.205007459,NaN,0.0487964393352288,0.608695652173913,1,1,1
433,27,66,93,2,0.17172,0.76478,1,1.812120584,NaN,NaN,0.666666666666667,0.888888888888889,1,1
434,21,51,72,2,0.1606,0.41738,1,1.557988209,NaN,0.0504974007005207,0.761904761904762,1,1,1
435,23,72,95,2,0.14674,1.2116,1,2.865800941,NaN,0.0504120270162744,0.391304347826087,1,1,1
436,27,72,99,2,0.1286,1.417,1,3.310460731,NaN,NaN,0.62962962962963,0.962962962962963,1,1
437,22,67,89,2,0.17096,0.98137,1,2.288148089,NaN,NaN,0.636363636363636,0.954545454545455,1,1
438,23,68,91,2,0.11445,1.5067,1,4.228429648,NaN,NaN,0.521739130434783,0.91304347826087,1,1
439,25,56,81,2,0.12857,1.1066,1,2.877460615,NaN,NaN,0.52,0.88,1,1
440,22,68,90,2,0.20053,0.54342,1,1.547196366,NaN,0.0495000894431199,0.818181818181818,1,1,1
441,22,67,89,2,0.15807,1.0178,1,2.405093009,NaN,NaN,0.681818181818182,0.954545454545455,1,1
442,29,49,78,2,0.12667,0.92724,1,2.423510363,NaN,NaN,0.551724137931034,0.827586206896552,1,1
443,28,53,81,2,0.15094,0.67729,1,1.79494191,NaN,NaN,0.678571428571429,0.892857142857143,1,1
444,20,49,69,2,0.085714,0.78041,1,5.877315816,NaN,NaN,0.45,0.6,1,1
445,21,80,101,2,0.21964,0.56216,1,1.500889018,NaN,0.0495993155877027,0.714285714285714,1,1,1
446,20,59,79,2,0.15508,0.68569,1,2.019907597,NaN,0.0492096916224326,0.75,1,1,1
447,24,71,95,2,0.16608,0.84611,1,2.025089892,NaN,NaN,0.625,0.958333333333333,1,1
448,21,53,74,2,0.16262,0.93187,1,2.407597769,NaN,0.0516477715246883,0.666666666666667,1,1,1
449,22,73,95,2,0.13076,1.1536,1,3.005080308,NaN,NaN,0.818181818181818,0.954545454545455,1,1
450,20,47,67,2,0.14362,0.98802,1,2.780846411,NaN,NaN,0.55,0.85,1,1
451,24,67,91,2,0.15796,0.31949,1,1.306585203,NaN,NaN,0.875,0.958333333333333,1,1
452,20,71,91,2,0.14507,1.0964,1,2.805150338,NaN,0.0498001392890108,0.85,1,1,1
453,28,69,97,2,0.16511,0.8253,1,1.898503401,NaN,NaN,0.678571428571429,0.928571428571429,1,1
454,20,69,89,2,0.16812,0.99996,1,2.489270328,NaN,0.0499992949777155,0.7,1,1,1
455,24,65,89,2,0.15256,0.6614,1,1.819542654,NaN,NaN,0.791666666666667,0.958333333333333,1,1
456,27,42,69,2,0.12787,0.56751,1,1.951378704,NaN,NaN,0.740740740740741,0.888888888888889,1,1
457,19,77,96,2,0.19275,0.38852,1,1.369519536,NaN,0.0487708513765121,0.894736842105263,1,1,1
458,18,68,86,2,0.089869,1.0622,1,6.564080126,NaN,NaN,0.722222222222222,0.888888888888889,1,1
459,27,70,97,2,0.1836,0.54354,1,1.477415706,NaN,NaN,0.703703703703704,0.962962962962963,1,1
460,29,71,100,2,0.1525,1.022,1,2.209514222,NaN,NaN,0.620689655172414,0.96551724137931,1,1
461,24,71,95,2,0.17606,0.84068,1,1.940002356,NaN,0.050160235531912,0.708333333333333,1,1,1
462,20,57,77,2,0.11579,1.1786,1,3.425593505,NaN,NaN,0.5,0.75,1,1
463,21,77,98,2,0.22202,0.35169,1,1.215973792,NaN,0.0500513122384433,0.952380952380952,1,1,1
464,23,71,94,2,0.099816,1.5126,1,5.158114059,NaN,NaN,0.565217391304348,0.91304347826087,1,1
465,19,60,79,2,0.12018,1.1217,1,3.565632732,NaN,NaN,0.473684210526316,0.842105263157895,1,1
466,20,73,93,2,0.16644,0.79289,1,2.049041992,NaN,0.0504427940107144,0.8,1,1,1
467,22,63,85,2,0.098124,1.3828,1,4.704839804,NaN,NaN,0.454545454545455,0.863636363636364,1,1
468,24,74,98,2,0.15541,0.93572,1,2.220850336,NaN,0.0511723138256852,0.708333333333333,1,1,1
469,19,72,91,2,0.2098,0.517,1,1.517692678,NaN,0.0505734017613648,0.894736842105263,1,1,1
470,24,75,99,2,0.17667,0.59356,1,1.585065697,NaN,0.0497748321177475,0.75,1,1,1
471,24,74,98,2,0.18637,0.58609,1,1.563655982,NaN,NaN,0.708333333333333,0.916666666666667,1,1
472,20,75,95,2,0.17667,0.81582,1,2.048781188,NaN,0.05065111961288,0.75,1,1,1
473,25,43,68,2,0.094884,0.7574,1,2.767207447,NaN,NaN,0.72,0.88,1,1
474,27,55,82,2,0.16027,0.67378,1,1.747811605,NaN,NaN,0.666666666666667,0.888888888888889,1,1
475,26,76,102,2,0.20192,0.50435,1,1.361542816,NaN,0.0503891329466893,0.692307692307692,1,1,1
476,25,73,98,2,0.18301,0.37797,1,1.285654651,NaN,0.0500842087983064,0.84,1,1,1
477,22,71,93,2,0.15557,1.0556,1,2.533611585,NaN,0.050230625605974,0.636363636363636,1,1,1
478,26,65,91,2,0.15621,0.39706,1,1.396270932,NaN,NaN,0.846153846153846,0.961538461538462,1,1
479,20,75,95,2,0.16,1.0722,1,2.570416801,NaN,0.0504117121934108,0.8,1,1,1
480,22,76,98,2,0.19199,0.59341,1,1.593404268,NaN,0.0524839898674404,0.727272727272727,1,1,1
481,23,77,100,2,0.22191,0.35285,1,1.208233097,NaN,0.0503917716796335,0.91304347826087,1,1,1
482,25,76,101,2,0.21632,0.39541,1,1.238803264,NaN,NaN,0.72,0.96,1,1
483,24,73,97,2,0.18664,0.87902,1,1.956078529,NaN,NaN,0.666666666666667,0.958333333333333,1,1
484,24,66,90,2,0.16856,0.72548,1,1.824027861,NaN,0.049187214316865,0.75,1,1,1
485,24,31,55,1,0.099462,0.77799,1,3.314301162,NaN,NaN,0.625,0.791666666666667,1,1
486,30,71,101,2,0.20423,0.52956,1,1.371422752,NaN,NaN,0.466666666666667,0.933333333333333,1,1
487,19,76,95,2,0.18213,0.72977,1,1.885676973,NaN,0.0503236535974079,0.684210526315789,1,1,1
488,25,69,94,2,0.16754,0.60134,1,1.66820479,NaN,NaN,0.88,0.96,1,1
489,26,67,93,2,0.15614,1.0238,1,2.267824402,NaN,NaN,0.653846153846154,0.884615384615385,1,1
490,25,74,99,2,0.15946,0.81895,1,1.96669899,NaN,0.0495177586477424,0.76,1,1,1
491,20,67,87,2,0.18955,0.62373,1,1.752161843,NaN,0.0508800626920379,0.8,1,1,1
492,20,57,77,2,0.14825,0.93261,1,2.576180675,NaN,NaN,0.65,0.95,1,1
493,19,75,94,2,0.18596,0.63836,1,1.731451306,NaN,0.0504626400652685,0.789473684210526,1,1,1
494,22,61,83,2,0.16021,0.36625,1,1.434345453,NaN,0.0492097752422903,0.818181818181818,1,1,1
495,25,74,99,2,0.1773,0.46389,1,1.396939678,NaN,0.050959412928543,0.72,1,1,1
496,20,66,86,2,0.18939,0.42077,1,1.43634118,NaN,0.0498053517393869,0.9,1,1,1
497,21,76,97,2,0.25125,0.2479,1,1.067223825,NaN,NaN,0.904761904761905,0.952380952380952,1,1
498,22,69,91,2,0.20751,0.42504,1,1.379305856,NaN,0.0504313979087238,0.909090909090909,1,1,1
499,20,58,78,2,0.13362,0.68017,1,2.124562344,NaN,0.0505042670016194,0.9,1,1,1
500,22,68,90,2,0.19719,0.60554,1,1.620568605,NaN,0.0503610806671043,0.681818181818182,1,1,1
501,25,71,96,2,0.16676,0.60991,1,1.6145105,NaN,0.049268593526599,0.68,1,1,1
502,21,72,93,2,0.18386,0.42021,1,1.38040639,NaN,0.050100095952306,0.857142857142857,1,1,1
503,24,66,90,2,0.17614,0.21914,1,1.134498728,NaN,0.0491453997879197,0.916666666666667,1,1,1
504,23,67,90,2,0.17521,0.3742,1,1.329122,NaN,0.0507804851803245,0.91304347826087,1,1,1
505,23,70,93,2,0.14658,0.7263,1,1.997049846,NaN,0.051256691878477,0.782608695652174,1,1,1
506,23,65,88,2,0.11572,0.80238,1,2.347821768,NaN,0.0489615957502523,0.91304347826087,1,1,1
507,20,69,89,2,0.1471,0.50623,1,1.713554228,NaN,0.0502234203383075,0.85,1,1,1
508,19,65,84,2,0.17976,0.40039,1,1.487706973,NaN,0.0506089472186932,0.842105263157895,1,1,1
509,24,70,94,2,0.18274,0.3821,1,1.280065806,NaN,NaN,0.875,0.958333333333333,1,1
510,24,60,84,2,0.12917,0.41439,1,1.52934657,NaN,0.0501627106359715,0.916666666666667,1,1,1
511,23,69,92,2,0.10838,1.3204,1,3.887232969,NaN,0.0496355203846676,0.739130434782609,1,1,1
512,21,70,91,2,0.13061,0.98437,1,2.722345268,NaN,0.0494734793153494,0.952380952380952,1,1,1
513,20,74,94,2,0.15541,0.18386,0,1.193076098,0.0511904545720059,0.0511873794285617,1,1,1,1
